OTU_ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK16	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96
OTU_2271	0	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	3	3	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	2	2	4	0	0	2	0	1	1	1	0	1	2	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2272	3	0	5	2	5	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	7	8	6	11	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2274	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	13	13	12	13	10	5	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	5	6	8	6	3	12	0	0	0	0	0	0	0	0
OTU_2276	4	1	1	0	2	1	0	3	9	9	5	20	12	9	3	12	10	8	4	7	6	2	5	5	14	13	17	18	17	14	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	10	8	7	9	10	10	1	1	2	1	1	4	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	3	2	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2278	0	2	1	2	1	0	2	0	41	99	92	64	62	82	65	69	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	1	1	2	5	1	3
OTU_2279	7	4	0	7	5	7	4	11	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	9	0	8	10	9	15	16	5	2	5	1	2	3	0	3	0	6	0	1	0	1	2	5	1	0	0	1	0	4	4	0	0	0	4	2	5	5	1	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	23	19	15	25	26	12	23	0	0	2	1	0	0	0	0
OTU_2281	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	1	0	0	1	5	3	2	0	3	3	3	3	1	1	1	3	1	2	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	10	16	16	20	6	28	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2283	4	12	10	9	3	14	9	9	2	2	5	3	3	8	9	0	16	28	22	14	29	22	20	23	6	11	14	19	20	18	16	11	0	0	0	2	2	2	3	7	25	16	12	19	11	15	7	25	0	15	9	9	3	11	5	7	5	7	11	8	9	8	13	9	2	3	4	2	8	1	1	2	0	0	0	0	0	0	1	214	242	175	198	180	220	119	304	10	10	6	7	6	7	4	6
OTU_2284	4	7	6	6	7	7	8	8	5	4	1	6	2	2	2	5	0	1	1	0	0	0	0	0	0	1	2	1	2	2	2	1	1	14	4	4	3	17	19	20	4	3	3	8	2	2	3	5	4	0	2	2	3	4	0	2	1	1	0	0	0	0	0	1	0	5	4	0	3	5	2	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2285	2	1	3	3	1	3	3	0	0	5	3	1	2	4	4	2	7	3	2	0	2	1	5	2	0	3	7	3	2	1	2	2	0	3	0	1	0	2	0	1	1	2	2	1	4	4	1	2	0	1	1	3	3	2	4	3	2	1	3	4	2	3	3	3	3	4	5	3	3	7	1	4	0	1	1	0	0	2	0	12	7	8	7	10	9	8	9	2573	2838	2105	2556	1985	2390	2073	2252
OTU_2286	10	26	22	32	22	30	20	36	3	1	4	6	5	6	2	2	1	4	0	1	0	3	0	1	0	1	1	0	0	0	1	2	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2287	15	13	17	14	29	8	3	5	15	5	7	19	22	6	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2288	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	87	138	126	86	36	129	105	164
OTU_2289	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	110	89	66	80	74	67	102	90	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_2290	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	1	1	1	1	1	0	2	3	1	3	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2291	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	7	6	6	4	1	5	5	0	2	1	1	3	2	0	4	0	0	0	1	0	0	0	0	9	8	11	8	1	4	1	8	0	0	1	2	0	1	1	0	1	2	0	2	0	1	3	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
OTU_2292	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	22	50	62	35	9	42	28	55
OTU_2293	13	10	13	11	15	9	7	16	0	0	0	0	0	0	0	0	23	14	9	8	18	6	12	15	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	35	24	28	36	40	27	20	23	23	6	11	9	16	7	21	10	22	24	15	22	9	20	29	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0
OTU_2294	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	4	2	3	0	0	1	2	3	0	5	5	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2295	2	2	2	3	1	4	0	3	187	131	122	297	342	146	85	97	1	0	0	0	2	0	1	2	126	54	91	83	64	71	130	32	13	8	20	19	24	13	11	17	1	0	1	0	1	0	3	1	1	1	2	0	0	1	1	1	1	0	0	1	0	0	0	1	9	2	1	3	2	2	5	2	0	0	0	1	0	0	0	1	1	0	1	3	1	0	0	0	0	5	0	1	0	0	0
OTU_2296	4	17	3	9	5	19	10	17	0	0	0	0	0	0	0	0	1	2	4	4	1	2	2	2	0	0	1	0	0	1	0	0	5	19	1	13	9	31	28	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2297	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	8	10	8	2	5	8	3	4	1	1	9	5	1	4	3	2	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2298	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	3	8	6	3	12	7	12	4	3	2	0	2	5	3	8	5	0	0	0	0	3	0	0	0	2	3	6	3	6	0	2	0	3	2	4	6	1	3	2	3	13	4	12	14	13	13	7	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2299	101	87	108	89	93	85	67	93	0	0	0	0	0	0	1	0	16	8	12	12	10	4	18	12	2	1	1	0	2	0	0	0	70	99	44	91	102	100	112	118	46	47	35	23	41	28	31	40	28	27	16	18	19	17	26	13	26	12	19	18	27	16	10	21	2	0	1	0	0	1	1	0	1	2	0	1	0	3	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_2300	1	3	3	0	4	4	4	4	0	0	0	0	0	0	0	0	3	6	1	5	1	1	3	4	1	1	0	0	0	0	0	0	2	2	1	4	1	5	3	3	10	3	4	5	5	6	2	8	2	1	0	2	2	1	1	2	2	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	7	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2302	9	3	4	4	0	1	2	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	4	4	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2303	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	6	2	0	3	5	5
OTU_2304	0	0	0	2	0	0	0	1	0	3	0	1	1	2	5	2	16	18	14	19	28	29	15	21	0	1	3	1	1	2	2	5	0	1	0	0	0	3	4	2	1	3	0	3	1	2	1	2	4	8	3	4	2	5	3	3	4	2	8	5	5	6	7	6	3	2	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2305	1	3	5	3	5	1	1	1	68	52	78	120	125	64	30	45	27	11	15	6	22	14	20	17	3	4	3	5	2	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	44	31	37	22	33	29	37	31	19	22	32	24	19	21	28	29	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2306	2	4	7	6	0	5	7	4	0	0	1	0	0	1	0	0	9	15	21	9	14	13	7	13	5	7	3	12	7	11	5	6	1	21	0	9	10	25	20	28	28	21	37	29	15	10	12	37	1	10	4	7	0	7	5	3	3	3	2	0	0	3	4	4	15	10	18	11	34	36	24	29	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
OTU_2307	0	0	0	1	0	1	0	0	7	6	6	10	7	5	7	6	0	0	0	0	0	0	0	0	2	2	3	3	2	8	6	6	0	3	0	2	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	6	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	7	3	3	9	4	6
OTU_2309	1	4	3	3	1	4	5	5	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2310	0	1	0	1	0	2	4	3	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	5	1	0	2	2	2	0	1	2	0	0	1	1	0	1	3	0	1	1	1	2	3	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2311	27	79	51	68	51	78	68	68	3	9	11	6	11	1	2	8	23	24	23	17	12	16	16	12	46	115	137	171	176	144	145	120	2	3	0	5	3	4	2	4	42	31	34	27	24	20	23	45	26	107	62	80	64	105	84	60	60	81	95	99	100	121	122	97	73	85	63	55	132	99	98	136	1	0	0	0	0	0	1	6	10	3	7	9	3	2	7	0	0	0	2	1	1	1	0
OTU_2312	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	8	2	6	2	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2313	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	6	14	7	12	7	17	0	0	0	0	0	0	0	0
OTU_2314	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	39	12	27	38	36	29	26	20	3	6	2	8	7	6	6	12	13	9	14	5	7	8	7	13	2	1	2	0	1	0	0	0	1	0	3	0	0	2	1	0	2	2	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2315	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	4	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2316	0	0	0	0	0	0	0	0	30	52	74	34	40	60	57	42	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2317	2	13	5	10	15	15	22	10	0	0	4	4	1	3	1	0	1	0	0	1	0	0	2	0	3	2	2	4	3	6	5	5	1	7	0	4	5	6	10	8	1	3	3	5	1	2	1	2	3	8	5	7	4	6	7	4	2	1	1	1	0	0	3	1	14	18	11	14	25	28	16	43	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	1	2	0	3	3	0	0	5	2	2	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2319	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	8	13	15	19	21	15	9	0	0	0	0	0	0	1	0
OTU_2320	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	71	88	62	77	64	71	68	72
OTU_2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	5	1	5	1	4	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2322	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	1	1	3	5	2	4	1	5	5	5	3	1	3	4	1	4	5	8	8	8	1	3	1	10	6	2	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2323	5	6	5	6	3	4	3	5	6	8	10	25	17	17	10	7	7	10	8	7	11	8	11	6	14	8	18	19	6	21	14	21	7	7	1	2	4	4	5	11	4	2	0	1	1	1	2	2	35	39	23	28	28	33	28	20	18	13	17	15	18	20	17	11	6	6	2	3	12	3	4	5	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1	1	0	1	0
OTU_2324	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	1	2	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	5	7	17	15	20	15	0	0	0	0	0	0	0	0
OTU_2325	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	18	25	17	12	15	9	26	14	1	0	0	1	0	0	0	0	1	0	0	2	1	1	2	4	6	25	9	6	10	11	8	6	0	1	0	0	0	0	0	0	0	4	1	3	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2326	0	1	2	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	3	5	2	5	2	3	3	2	9	7	10	2	7	4	8	4	24	6	22	18	9	21	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2327	3	6	6	4	4	2	5	3	0	0	0	0	0	0	0	0	5	5	6	2	10	6	3	7	1	0	2	0	0	0	0	1	0	2	0	1	2	0	1	3	10	10	5	6	10	4	6	9	4	4	3	3	3	4	4	1	6	9	13	9	8	8	5	6	0	0	1	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2328	54	160	89	142	81	164	171	161	9	13	6	13	3	10	5	6	7	14	10	8	6	3	7	13	19	29	22	41	31	38	32	23	4	13	0	11	15	23	29	18	18	10	14	9	8	14	7	11	42	159	105	113	98	141	126	110	32	42	46	40	33	36	41	44	88	110	114	82	185	186	147	177	0	0	0	0	0	0	0	12	5	17	11	6	13	9	9	2	1	1	0	0	1	2	0
OTU_2329	2	9	3	10	5	12	10	11	4	7	8	10	9	3	11	3	110	123	76	70	97	93	81	91	7	16	24	23	33	21	15	31	1	2	0	0	1	0	1	3	8	7	14	13	11	17	6	26	18	101	48	72	57	118	79	86	40	70	96	68	60	83	115	90	2	3	0	1	4	2	1	5	0	0	0	0	1	0	1	97	158	79	119	91	108	63	178	0	1	0	0	0	0	1	1
OTU_2330	0	0	1	1	1	3	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	2	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2331	1	1	0	0	0	1	0	0	0	1	2	0	0	2	0	0	45	34	40	25	27	35	29	35	2	7	2	6	8	5	5	3	0	0	0	0	0	0	0	0	4	3	0	0	5	1	5	4	1	1	1	2	2	3	0	1	0	2	1	2	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2332	202	198	279	212	200	255	181	253	35	36	57	46	56	43	41	46	80	108	97	64	87	77	107	73	35	45	41	50	45	29	42	50	144	253	97	250	192	260	255	315	117	94	119	105	106	130	55	116	106	132	101	119	132	118	137	99	88	82	99	99	75	86	88	85	132	91	120	149	175	158	168	149	0	2	1	3	0	1	2	2	1	3	1	0	1	1	1	1	2	3	1	1	1	0	6
OTU_2333	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	19	19	19	7	16	13	12	17	0	8	12	7	7	5	5	10	0	0	0	0	0	0	0	0	7	0	1	4	1	1	0	3	2	4	3	2	6	2	0	1	2	0	1	0	1	3	2	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_2334	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	5	4	2	3	5	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2335	15	46	22	52	43	57	44	53	3	6	0	2	5	4	2	0	83	78	68	64	92	65	67	50	9	13	23	16	22	18	17	12	86	199	54	155	139	260	241	261	110	97	129	120	87	98	63	142	19	32	13	30	28	30	28	30	31	22	42	40	35	43	39	51	16	13	11	16	29	34	28	34	1	23	4	4	0	5	4	0	0	0	2	1	1	0	0	0	1	0	0	0	1	0	2
OTU_2336	13	20	24	22	25	16	20	23	0	0	0	0	1	1	0	0	3	4	3	1	3	3	1	4	1	2	2	3	1	0	3	1	2	2	2	2	3	6	0	1	9	9	17	13	12	13	5	14	0	0	1	1	1	2	1	0	1	2	3	0	1	0	2	1	4	12	11	5	8	7	10	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2337	0	3	4	5	2	4	1	2	7	7	4	10	9	9	7	3	173	151	156	136	148	144	159	121	21	29	30	29	27	31	40	23	13	15	7	13	13	11	16	18	32	36	37	24	24	27	28	29	71	99	75	83	74	111	77	84	60	66	74	50	62	61	53	72	29	16	23	30	30	35	43	35	0	0	0	0	0	0	0	0	0	1	1	1	3	1	2	1	0	0	0	0	1	0	0
OTU_2338	2	2	0	2	1	2	1	2	0	0	0	0	0	0	0	0	5	1	2	4	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	14	4	4	9	4	18	0	0	4	2	1	2	1	3	3	2	0	2	3	2	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
